"Statistic Label","Year","Partner Region","Trade Flow","Type of Ownership","NACE Rev 2 Activity","UNIT","VALUE"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Rubber and plastic products (C22)","Number","123"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Other non-metallic mineral products (C23)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Basic metals (C24)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Fabricated metal products, except machinery and equipment (C25)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Electrical equipment (C27)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Machinery and equipment n.e.c. (C28)","Number","175"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Motor vehicles, trailers and semi-trailers (C29)","Number","22"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Other transport equipment (C30)","Number","12"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Furniture (C31)","Number","80"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Other manufacturing (C32)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Repair and installation of machinery and equipment (C33)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Electricity, gas, steam and air conditioning supply (D)","Number","12"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Water supply; sewerage, waste management and remediation activities (E)","Number","92"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Construction (F)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Retail trade, except of motor vehicles and motorcycles (G47)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Transportation and storage (H)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Accommodation and Food and Other Services (I, OTU)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Information and communication (J)","Number","424"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Financial and insurance activities (K)","Number","55"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Real estate activities (L)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Professional, scientific and technical activities (M)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Administrative and support service activities (N)","Number","281"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Unknown","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled with own affiliates abroad","Total Trade in Goods","Number","8276"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Agriculture, forestry and fishing (A)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","42"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Mining and quarrying (B)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Industry (B - E)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Manufacturing (C)","Number","37"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Food products (C10)","Number","6"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Beverages (C11)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Tobacco products (C12)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Textiles (C13)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wearing apparel (C14)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Leather and related products (C15)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wood and wood products, except furniture (C16)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Paper and paper products (C17)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Printing and reproduction of recorded media (C18)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Chemicals and chemical products (C20)","Number","3"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Basic pharmaceutical products and preparations (C21)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Rubber and plastic products (C22)","Number","3"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other non-metallic mineral products (C23)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Basic metals (C24)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Fabricated metal products, except machinery and equipment (C25)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Electrical equipment (C27)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Machinery and equipment n.e.c. (C28)","Number","4"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Motor vehicles, trailers and semi-trailers (C29)","Number","3"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other transport equipment (C30)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Furniture (C31)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other manufacturing (C32)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Repair and installation of machinery and equipment (C33)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Water supply; sewerage, waste management and remediation activities (E)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Construction (F)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Retail trade, except of motor vehicles and motorcycles (G47)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Transportation and storage (H)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Accommodation and Food and Other Services (I, OTU)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Information and communication (J)","Number","12"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Financial and insurance activities (K)","Number","10"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Real estate activities (L)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Professional, scientific and technical activities (M)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Administrative and support service activities (N)","Number","5"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Unknown","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Total Trade in Goods","Number","120"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Agriculture, forestry and fishing (A)","Number","20"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","408"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Mining and quarrying (B)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Industry (B - E)","Number","475"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Manufacturing (C)","Number","459"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Food products (C10)","Number","52"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Beverages (C11)","Number","19"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Tobacco products (C12)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Textiles (C13)","Number","9"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Wearing apparel (C14)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Leather and related products (C15)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Wood and wood products, except furniture (C16)","Number","4"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Paper and paper products (C17)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Printing and reproduction of recorded media (C18)","Number","9"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Chemicals and chemical products (C20)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Basic pharmaceutical products and preparations (C21)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Rubber and plastic products (C22)","Number","40"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Other non-metallic mineral products (C23)","Number","12"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Basic metals (C24)","Number","10"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Fabricated metal products, except machinery and equipment (C25)","Number","26"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Computer, electronic and optical products (C26)","Number","34"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Electrical equipment (C27)","Number","16"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Machinery and equipment n.e.c. (C28)","Number","35"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Other transport equipment (C30)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Furniture (C31)","Number","5"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Other manufacturing (C32)","Number","60"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Repair and installation of machinery and equipment (C33)","Number","17"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Water supply; sewerage, waste management and remediation activities (E)","Number","10"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Construction (F)","Number","19"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","553"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","23"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","442"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Retail trade, except of motor vehicles and motorcycles (G47)","Number","88"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Transportation and storage (H)","Number","42"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Accommodation and Food and Other Services (I, OTU)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Information and communication (J)","Number","120"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Financial and insurance activities (K)","Number","40"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Real estate activities (L)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Professional, scientific and technical activities (M)","Number","80"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Administrative and support service activities (N)","Number","63"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Unknown","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Foreign controlled","Total Trade in Goods","Number","1436"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Agriculture, forestry and fishing (A)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Mining and quarrying (B)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Industry (B - E)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Manufacturing (C)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Food products (C10)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Beverages (C11)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Tobacco products (C12)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Textiles (C13)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Wearing apparel (C14)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Leather and related products (C15)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Wood and wood products, except furniture (C16)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Paper and paper products (C17)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Printing and reproduction of recorded media (C18)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Chemicals and chemical products (C20)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Basic pharmaceutical products and preparations (C21)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Rubber and plastic products (C22)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Other non-metallic mineral products (C23)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Basic metals (C24)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Fabricated metal products, except machinery and equipment (C25)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Computer, electronic and optical products (C26)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Electrical equipment (C27)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Machinery and equipment n.e.c. (C28)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Motor vehicles, trailers and semi-trailers (C29)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Other transport equipment (C30)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Furniture (C31)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Other manufacturing (C32)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Repair and installation of machinery and equipment (C33)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Electricity, gas, steam and air conditioning supply (D)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Water supply; sewerage, waste management and remediation activities (E)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Construction (F)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Transportation and storage (H)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Accommodation and Food and Other Services (I, OTU)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Information and communication (J)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Financial and insurance activities (K)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Real estate activities (L)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Professional, scientific and technical activities (M)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Administrative and support service activities (N)","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Unknown","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Ownership unknown","Total Trade in Goods","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Agriculture, forestry and fishing (A)","Number","322"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","3047"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Mining and quarrying (B)","Number","49"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Industry (B - E)","Number","2647"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Manufacturing (C)","Number","2482"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Food products (C10)","Number","360"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Beverages (C11)","Number","80"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Tobacco products (C12)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Textiles (C13)","Number","63"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Wearing apparel (C14)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Leather and related products (C15)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Wood and wood products, except furniture (C16)","Number","81"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Paper and paper products (C17)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Printing and reproduction of recorded media (C18)","Number","92"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Chemicals and chemical products (C20)","Number","129"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Basic pharmaceutical products and preparations (C21)","Number","83"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Rubber and plastic products (C22)","Number","166"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Other non-metallic mineral products (C23)","Number","120"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Basic metals (C24)","Number","66"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Fabricated metal products, except machinery and equipment (C25)","Number","261"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Computer, electronic and optical products (C26)","Number","117"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Electrical equipment (C27)","Number","76"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Machinery and equipment n.e.c. (C28)","Number","214"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Other transport equipment (C30)","Number",""
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Furniture (C31)","Number","85"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Other manufacturing (C32)","Number","200"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Repair and installation of machinery and equipment (C33)","Number","135"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Electricity, gas, steam and air conditioning supply (D)","Number","14"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Water supply; sewerage, waste management and remediation activities (E)","Number","102"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Construction (F)","Number","377"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","4138"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","404"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","2787"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Retail trade, except of motor vehicles and motorcycles (G47)","Number","947"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Transportation and storage (H)","Number","307"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Accommodation and Food and Other Services (I, OTU)","Number","270"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Information and communication (J)","Number","556"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Financial and insurance activities (K)","Number","105"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Real estate activities (L)","Number","54"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Professional, scientific and technical activities (M)","Number","707"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Administrative and support service activities (N)","Number","349"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Unknown","Number","0"
"Number of Enterprises","2020","Total Trade in Goods","Exports","Total - All Ownership Types","Total Trade in Goods","Number","9832"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Agriculture, forestry and fishing (A)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","8582"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Mining and quarrying (B)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Industry (B - E)","Number","3126"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Manufacturing (C)","Number","2922"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Food products (C10)","Number","378"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Beverages (C11)","Number","90"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Tobacco products (C12)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Textiles (C13)","Number","83"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Wearing apparel (C14)","Number","55"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Leather and related products (C15)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Wood and wood products, except furniture (C16)","Number","106"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Paper and paper products (C17)","Number","59"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Printing and reproduction of recorded media (C18)","Number","149"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Chemicals and chemical products (C20)","Number","101"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Basic pharmaceutical products and preparations (C21)","Number","25"
"Number of Enterprises","2021","EU27 countries (from 2020)","Imports","Domestically controlled","Rubber and plastic products (C22)","Number","140"
