"Statistic Label","Year","Partner Region","Trade Flow","Type of Ownership","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wearing apparel (C14)","Euro Thousand","21321.931"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Leather and related products (C15)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wood and wood products, except furniture (C16)","Euro Thousand","402672.273"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Paper and paper products (C17)","Euro Thousand","123040.879"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Chemicals and chemical products (C20)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Basic pharmaceutical products and preparations (C21)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Rubber and plastic products (C22)","Euro Thousand","271309.447"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Basic metals (C24)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","271827.092"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Computer, electronic and optical products (C26)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Electrical equipment (C27)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Machinery and equipment n.e.c. (C28)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","77161.04"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other transport equipment (C30)","Euro Thousand","14701.341"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Furniture (C31)","Euro Thousand","31388.437"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Other manufacturing (C32)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Repair and installation of machinery and equipment (C33)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand","4750.331"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Construction (F)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Transportation and storage (H)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Accommodation and Food and Other Services (I, OTU)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Information and communication (J)","Euro Thousand","330862.251"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Financial and insurance activities (K)","Euro Thousand","1028508.807"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Real estate activities (L)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Professional, scientific and technical activities (M)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Administrative and support service activities (N)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Unknown","Euro Thousand","0"
"Value","2021","Total Trade in Goods","Exports","Of which - Domestically controlled without own affiliates abroad","Total Trade in Goods","Euro Thousand","19816325.376"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Agriculture, forestry and fishing (A)","Euro Thousand","41319.32"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","5855424.189"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Mining and quarrying (B)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Industry (B - E)","Euro Thousand","122070787.348"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Manufacturing (C)","Euro Thousand","121708218.14"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Food products (C10)","Euro Thousand","9554407.869"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Beverages (C11)","Euro Thousand","614973.388"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Tobacco products (C12)","Euro Thousand","0"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Textiles (C13)","Euro Thousand","57183.733"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Wearing apparel (C14)","Euro Thousand","0"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Leather and related products (C15)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Wood and wood products, except furniture (C16)","Euro Thousand","159732.235"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Paper and paper products (C17)","Euro Thousand","79452.626"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Printing and reproduction of recorded media (C18)","Euro Thousand","122748.645"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Chemicals and chemical products (C20)","Euro Thousand","24793965.121"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Basic pharmaceutical products and preparations (C21)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Rubber and plastic products (C22)","Euro Thousand","950519.378"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Other non-metallic mineral products (C23)","Euro Thousand","189815.801"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Basic metals (C24)","Euro Thousand","381846.973"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","492720.412"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Computer, electronic and optical products (C26)","Euro Thousand","12693014.398"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Electrical equipment (C27)","Euro Thousand","235190.52"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Machinery and equipment n.e.c. (C28)","Euro Thousand","1290783.29"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","432703.25"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Other transport equipment (C30)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Furniture (C31)","Euro Thousand","86564.232"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Other manufacturing (C32)","Euro Thousand","11566411.971"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Repair and installation of machinery and equipment (C33)","Euro Thousand","757518.783"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Construction (F)","Euro Thousand","27604.079"
"Value","2021","Total Trade in Goods","Exports","Foreign controlled","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","6881866.855"
